date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:46:38	10431/10431	---MC-	403	error ('Forbidden')	text/html	date:Mon,%2014%20Oct%202024%2011:46:39%20GMT	https://wx.mlcdn.com.br/ponzi/production/uploads/1_61dafd0d8f.jpg?ims=229x225	C:/Meus%20Sites/blckfridymagaluzinha/wx.mlcdn.com.br/ponzi/production/uploads/1_61dafd0d8f82c7.jpg	(from )
08:46:38	10475/10475	---MC-	403	error ('Forbidden')	text/html	date:Mon,%2014%20Oct%202024%2011:46:39%20GMT	https://wx.mlcdn.com.br/ponzi/production/uploads/getty_images_1589335836_572d6c38aa.jpg?ims=229x225	C:/Meus%20Sites/blckfridymagaluzinha/wx.mlcdn.com.br/ponzi/production/uploads/getty_images_1589335836_572d6c38aa82c7.jpg	(from )
08:46:38	10423/10423	---MC-	403	error ('Forbidden')	text/html	date:Mon,%2014%20Oct%202024%2011:46:40%20GMT	https://wx.mlcdn.com.br/ponzi/production/portaldalu/51440.jpg?ims=229x225	C:/Meus%20Sites/blckfridymagaluzinha/wx.mlcdn.com.br/ponzi/production/portaldalu/5144082c7.jpg	(from )
08:46:38	10421/10421	---MC-	403	error ('Forbidden')	text/html	date:Mon,%2014%20Oct%202024%2011:46:40%20GMT	https://wx.mlcdn.com.br/ponzi/production/portaldalu/2902.jpg?ims=229x225	C:/Meus%20Sites/blckfridymagaluzinha/wx.mlcdn.com.br/ponzi/production/portaldalu/290282c7.jpg	(from )
08:46:39	1787/1787	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Oct%202024%2011:46:40%20GMT	https://a-static.mlcdn.com.br/90x90/smartphone-samsung-galaxy-s23-256gb-preto-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232854100/e9fd12e9a66f2797bce34c5169369937.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/90x90/smartphone-samsung-galaxy-s23-256gb-preto-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232854100/e9fd12e9a66f2797bce34c5169369937.jpg	(from )
08:46:39	2585/2585	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Oct%202024%2011:46:41%20GMT	https://a-static.mlcdn.com.br/90x90/smartphone-samsung-galaxy-s23-256gb-preto-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232854100/1aa1ea04dde1d3aee3654e58f1e29d95.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/90x90/smartphone-samsung-galaxy-s23-256gb-preto-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232854100/1aa1ea04dde1d3aee3654e58f1e29d95.jpg	(from )
08:46:39	1696/1696	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Oct%202024%2011:46:41%20GMT	https://a-static.mlcdn.com.br/90x90/smartphone-samsung-galaxy-s23-256gb-preto-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232854100/3db64f5d28040178dfa05a7e6192552e.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/90x90/smartphone-samsung-galaxy-s23-256gb-preto-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232854100/3db64f5d28040178dfa05a7e6192552e.jpg	(from )
08:46:40	2443/2443	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Oct%202024%2011:46:42%20GMT	https://a-static.mlcdn.com.br/90x90/smartphone-samsung-galaxy-s23-256gb-preto-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232854100/c02f4f71814963af8aa600bf4ecb674c.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/90x90/smartphone-samsung-galaxy-s23-256gb-preto-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232854100/c02f4f71814963af8aa600bf4ecb674c.jpg	(from )
08:46:41	10395/10395	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2014%20Oct%202024%2011:46:42%20GMT	https://wx.mlcdn.com.br/site/shared/sellers/third-party.png	C:/Meus%20Sites/blckfridymagaluzinha/wx.mlcdn.com.br/site/shared/sellers/third-party.1c.delayed	(from )
08:46:43	4346/4346	---M--	200	added ('OK')	image/png	etag:0x8DCEB57DA75D43A	https://selo.compreconfie.com.br/reputation/100515.png	C:/Meus%20Sites/blckfridymagaluzinha/selo.compreconfie.com.br/reputation/100515.png	(from )
08:46:43	10413/10413	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2014%20Oct%202024%2011:46:44%20GMT	https://wx.mlcdn.com.br/site/desk/footer/consumidor-gov-reduzido.png	C:/Meus%20Sites/blckfridymagaluzinha/wx.mlcdn.com.br/site/desk/footer/consumidor-gov-reduzido.png	(from )
08:46:44	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2014%20Oct%202024%2011:46:45%20GMT	https://a-static.mlcdn.com.br/{w}x{h}/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/ad47466b42eb462f5d37d8c53494076e.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/{w}x{h}/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/ad47466b42eb462f5d37d8c53494076e.1f.delayed	(from )
08:46:45	70880/70880	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Oct%202024%2011:46:46%20GMT	https://a-static.mlcdn.com.br/800x800/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/ad47466b42eb462f5d37d8c53494076e.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/800x800/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/ad47466b42eb462f5d37d8c53494076e.jpg	(from )
08:46:45	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2014%20Oct%202024%2011:46:46%20GMT	https://a-static.mlcdn.com.br/{w}x{h}/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/e8d9f19e56d672a203e9a1036ca38cf4.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/{w}x{h}/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/e8d9f19e56d672a203e9a1036ca38cf4.21.delayed	(from )
08:46:45	24032/24032	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Oct%202024%2011:46:47%20GMT	https://a-static.mlcdn.com.br/800x800/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/e8d9f19e56d672a203e9a1036ca38cf4.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/800x800/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/e8d9f19e56d672a203e9a1036ca38cf4.jpg	(from )
08:46:45	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2014%20Oct%202024%2011:46:47%20GMT	https://a-static.mlcdn.com.br/{w}x{h}/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/6e3d0ef1f83060952fae621a19bd4680.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/{w}x{h}/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/6e3d0ef1f83060952fae621a19bd4680.jpg	(from )
08:46:46	84138/84138	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Oct%202024%2011:46:47%20GMT	https://a-static.mlcdn.com.br/800x800/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/6e3d0ef1f83060952fae621a19bd4680.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/800x800/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/6e3d0ef1f83060952fae621a19bd4680.jpg	(from )
08:46:47	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2014%20Oct%202024%2011:46:48%20GMT	https://a-static.mlcdn.com.br/{w}x{h}/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/e41432e801d1fe23761edd9ffb87c867.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/{w}x{h}/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/e41432e801d1fe23761edd9ffb87c867.25.delayed	(from )
08:46:47	29351/29351	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Oct%202024%2011:46:48%20GMT	https://a-static.mlcdn.com.br/800x800/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/e41432e801d1fe23761edd9ffb87c867.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/800x800/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/e41432e801d1fe23761edd9ffb87c867.jpg	(from )
08:46:47	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2014%20Oct%202024%2011:46:49%20GMT	https://a-static.mlcdn.com.br/{w}x{h}/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/65a5dfaacfeafa26bc597d8324970d2f.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/{w}x{h}/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/65a5dfaacfeafa26bc597d8324970d2f.27.delayed	(from )
08:46:48	43023/43023	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Oct%202024%2011:46:49%20GMT	https://a-static.mlcdn.com.br/800x800/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/65a5dfaacfeafa26bc597d8324970d2f.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/800x800/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/65a5dfaacfeafa26bc597d8324970d2f.jpg	(from )
08:46:48	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2014%20Oct%202024%2011:46:50%20GMT	https://a-static.mlcdn.com.br/{w}x{h}/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/72034d9846f837cf7783c2b3a9b91311.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/{w}x{h}/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/72034d9846f837cf7783c2b3a9b91311.29.delayed	(from )
08:46:48	35015/35015	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Oct%202024%2011:46:50%20GMT	https://a-static.mlcdn.com.br/800x800/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/72034d9846f837cf7783c2b3a9b91311.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/800x800/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/72034d9846f837cf7783c2b3a9b91311.jpg	(from )
08:46:48	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2014%20Oct%202024%2011:46:50%20GMT	https://a-static.mlcdn.com.br/{w}x{h}/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/067963ab2a86156f119381b52dcd3919.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/{w}x{h}/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/067963ab2a86156f119381b52dcd3919.jpg	(from )
08:46:49	45609/45609	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Oct%202024%2011:46:50%20GMT	https://a-static.mlcdn.com.br/800x800/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/067963ab2a86156f119381b52dcd3919.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/800x800/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/067963ab2a86156f119381b52dcd3919.jpg	(from )
08:46:49	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2014%20Oct%202024%2011:46:51%20GMT	https://a-static.mlcdn.com.br/{w}x{h}/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/b4e29234ca9aa49ddb959e303acedc75.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/{w}x{h}/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/b4e29234ca9aa49ddb959e303acedc75.jpg	(from )
08:46:50	42511/42511	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Oct%202024%2011:46:51%20GMT	https://a-static.mlcdn.com.br/800x800/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/b4e29234ca9aa49ddb959e303acedc75.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/800x800/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/b4e29234ca9aa49ddb959e303acedc75.jpg	(from )
08:46:50	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2014%20Oct%202024%2011:46:51%20GMT	https://a-static.mlcdn.com.br/{w}x{h}/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/2dbb7573f6ac792fc5d507550f3be2a1.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/{w}x{h}/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/2dbb7573f6ac792fc5d507550f3be2a1.jpg	(from )
08:46:50	36783/36783	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Oct%202024%2011:46:52%20GMT	https://a-static.mlcdn.com.br/800x800/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/2dbb7573f6ac792fc5d507550f3be2a1.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/800x800/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/2dbb7573f6ac792fc5d507550f3be2a1.jpg	(from )
08:46:50	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2014%20Oct%202024%2011:46:52%20GMT	https://a-static.mlcdn.com.br/{w}x{h}/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/68d0d259637ffd873ae0b438ee7b89ac.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/{w}x{h}/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/68d0d259637ffd873ae0b438ee7b89ac.jpg	(from )
08:46:50	39865/39865	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Oct%202024%2011:46:52%20GMT	https://a-static.mlcdn.com.br/800x800/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/68d0d259637ffd873ae0b438ee7b89ac.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/800x800/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/68d0d259637ffd873ae0b438ee7b89ac.jpg	(from )
08:46:51	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2014%20Oct%202024%2011:46:52%20GMT	https://a-static.mlcdn.com.br/{w}x{h}/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/6840d24e2e6c0a1854caebec0dedf35c.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/{w}x{h}/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/6840d24e2e6c0a1854caebec0dedf35c.jpg	(from )
08:46:51	57000/57000	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Oct%202024%2011:46:52%20GMT	https://a-static.mlcdn.com.br/800x800/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/6840d24e2e6c0a1854caebec0dedf35c.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/800x800/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/6840d24e2e6c0a1854caebec0dedf35c.jpg	(from )
08:46:51	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2014%20Oct%202024%2011:46:53%20GMT	https://a-static.mlcdn.com.br/{w}x{h}/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/41d247dc3e2a948a26e5efe921304597.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/{w}x{h}/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/41d247dc3e2a948a26e5efe921304597.jpg	(from )
08:46:51	11981/11981	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Oct%202024%2011:46:53%20GMT	https://a-static.mlcdn.com.br/800x800/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/41d247dc3e2a948a26e5efe921304597.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/800x800/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/41d247dc3e2a948a26e5efe921304597.jpg	(from )
08:46:51	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2014%20Oct%202024%2011:46:53%20GMT	https://a-static.mlcdn.com.br/{w}x{h}/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/30caed198952a09bb1e0313d11b0becb.jpg	C:/Meus%20Sites/blckfridymagaluzinha/a-static.mlcdn.com.br/{w}x{h}/smartphone-samsung-galaxy-s23-128gb-violeta-5g-8gb-ram-61-cam-tripla-selfie-12mp/magazineluiza/232853400/30caed198952a09bb1e0313d11b0becb.jpg	(from )
